site,plot,plot_id,season,year,dip_point,an_maculipennis,an_claviger,cx_pipiens,cs_annulata,cs_morsitans,oc_cantans,oc_caspius,fish,water_boatman,water_beetle_larva,water_beetle,damselfly_larva,dragonfly_larva,phantom_midge,backswimmer,saucer_bug,water_scorpion,water_spider,newt,tadpole,frog,flatworm,gammarus,dry,cleared,width,freeboard,exposure,management,shaded,edgedepth,centredepth,water_temperature_c,flow_speed_m_s,dissolved_oxygen,turbidity,salinity,total_cover,cover_emergent,cover_surface,cover_vertical
88,3,8803,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.1500000000000001,1,1,0.05,10,100,NA,0,NA,NA,NA,0.05993827138888889,0,0.0460493825,0.01388888888888889
88,3,8803,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.1500000000000001,1,1,0.05,20,100,15.08,0,157.7,0.456,0.34,0.05993827138888889,0,0.0460493825,0.01388888888888889
88,3,8803,3,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.1500000000000001,1,1,0.05,10,100,NA,0,NA,NA,NA,0.05993827138888889,0,0.0460493825,0.01388888888888889
88,3,8803,3,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.1500000000000001,1,1,0.05,10,100,15.04,0,158.1,0.459,0.35,0.05993827138888889,0,0.0460493825,0.01388888888888889
88,3,8803,3,2009,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.1500000000000001,1,1,0.05,10,100,NA,0,NA,NA,NA,0.05993827138888889,0,0.0460493825,0.01388888888888889
88,4,8804,3,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,4,1,1,2.5555554999999996,2.5555554999999996,13.74,0,170.5,0.522,0.4,0.2611728394444444,0,0,0.2611728394444444
88,4,8804,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,4,1,1,2.5555554999999996,10,NA,0,NA,NA,NA,0.2611728394444444,0,0,0.2611728394444444
88,4,8804,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,4,1,1,2.5555554999999996,2.5555554999999996,13.46,0,173.5,0.483,0.37,0.2611728394444444,0,0,0.2611728394444444
88,4,8804,3,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,4,1,1,2.5555554999999996,10,NA,0,NA,NA,NA,0.2611728394444444,0,0,0.2611728394444444
88,4,8804,3,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,4,1,1,2.5555554999999996,2.5555554999999996,13.49,0,173.1,0.482,0.36,0.2611728394444444,0,0,0.2611728394444444
88,4,8804,3,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,4,1,1,2.5555554999999996,2.5555554999999996,NA,0,NA,NA,NA,0.2611728394444444,0,0,0.2611728394444444
89,1,8901,3,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1,3,0.25,10,40,15.58,0,153.1,0.537,0.41,0.821975308611111,0.008333333333333333,0.5677777777777777,0.2458641975
89,1,8901,3,2009,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1,3,0.35,5,40,NA,0,NA,NA,NA,0.821975308611111,0.008333333333333333,0.5677777777777777,0.2458641975
89,1,8901,3,2009,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1,3,0.2,7,45,15.24,0,156.4,0.522,0.4,0.821975308611111,0.008333333333333333,0.5677777777777777,0.2458641975
89,1,8901,3,2009,4,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1,3,0.35,7,50,NA,0,NA,NA,NA,0.821975308611111,0.008333333333333333,0.5677777777777777,0.2458641975
89,1,8901,3,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1,3,0.3,10,50,14.87,0,159.6,0.505,0.38,0.821975308611111,0.008333333333333333,0.5677777777777777,0.2458641975
89,1,8901,3,2009,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1,3,0.15,7,50,NA,0,NA,NA,NA,0.821975308611111,0.008333333333333333,0.5677777777777777,0.2458641975
89,2,8902,3,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.15,5,100,15.47,0,154.2,0.506,0.39,0.31679012333333334,0,0.19179012333333334,0.125
89,2,8902,3,2009,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.15,20,60,NA,0,NA,NA,NA,0.31679012333333334,0,0.19179012333333334,0.125
89,2,8902,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.2,30,100,15.63,0,152.8,0.551,0.42,0.31679012333333334,0,0.19179012333333334,0.125
89,2,8902,3,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.15,45,100,NA,0,NA,NA,NA,0.31679012333333334,0,0.19179012333333334,0.125
89,2,8902,3,2009,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.15,60,100,15.57,0,153.3,0.558,0.42,0.31679012333333334,0,0.19179012333333334,0.125
89,2,8902,3,2009,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.25,NA,NA,NA,0,NA,NA,NA,0.31679012333333334,0,0.19179012333333334,0.125
89,3,8903,3,2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0.45,4,3,0.95,NA,NA,14.6,0,162.1,0.605,0.46,0.5416666666666666,0,0,0.5416666666666666
89,3,8903,3,2009,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0.45,4,3,0.95,2.5555554999999996,0,NA,0,NA,NA,NA,0.5416666666666666,0,0,0.5416666666666666
89,3,8903,3,2009,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0.45,4,3,0.95,10,0,15.06,0,157.8,0.54,0.41,0.5416666666666666,0,0,0.5416666666666666
89,3,8903,3,2009,4,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0.45,4,3,0.95,50,0,NA,0,NA,NA,NA,0.5416666666666666,0,0,0.5416666666666666
89,3,8903,3,2009,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0.45,4,3,0.95,NA,NA,14.75,0,160.8,0.542,0.41,0.5416666666666666,0,0,0.5416666666666666
89,3,8903,3,2009,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0.45,4,3,0.9,NA,NA,NA,0,NA,NA,NA,0.5416666666666666,0,0,0.5416666666666666
89,4,8904,3,2009,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.15,0.65,4,3,0.95,0,5,14.58,0,162.3,0.414,0.31,0.5278395061111112,0.12641975305555556,0.011111111111111112,0.3903086419444445
89,4,8904,3,2009,2,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.65,4,3,0.95,0,10,NA,0,NA,NA,NA,0.5278395061111112,0.12641975305555556,0.011111111111111112,0.3903086419444445
89,4,8904,3,2009,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.65,4,3,0.95,0,5,14.42,0,163.8,0.416,0.41,0.5278395061111112,0.12641975305555556,0.011111111111111112,0.3903086419444445
89,4,8904,3,2009,4,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.65,4,3,0.95,0,15,NA,0,NA,NA,NA,0.5278395061111112,0.12641975305555556,0.011111111111111112,0.3903086419444445
89,4,8904,3,2009,5,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2.15,0.65,4,3,0.95,0,10,14.44,0,163.6,0.435,0.33,0.5278395061111112,0.12641975305555556,0.011111111111111112,0.3903086419444445
89,4,8904,3,2009,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.65,4,3,0.95,0,10,NA,0,NA,NA,NA,0.5278395061111112,0.12641975305555556,0.011111111111111112,0.3903086419444445
90,1,9001,3,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.25,27,70,17.7,0,135.9,0.403,0.3,0.3017901230555555,0.016728395,0.15999999972222223,0.12506172833333332
90,1,9001,3,2009,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.15,15,80,NA,0,NA,NA,NA,0.3017901230555555,0.016728395,0.15999999972222223,0.12506172833333332
90,1,9001,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.25,30,80,15.7,0,152.2,0.442,0.33,0.3017901230555555,0.016728395,0.15999999972222223,0.12506172833333332
90,1,9001,3,2009,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.5,1,3,0.25,40,100,NA,0,NA,NA,NA,0.3017901230555555,0.016728395,0.15999999972222223,0.12506172833333332
90,1,9001,3,2009,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.2,13,80,14.72,0,161.1,0.405,0.3,0.3017901230555555,0.016728395,0.15999999972222223,0.12506172833333332
90,1,9001,3,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,1,3,0.25,20,80,NA,0,NA,NA,NA,0.3017901230555555,0.016728395,0.15999999972222223,0.12506172833333332
90,2,9002,3,2009,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.45,4,3,0.8,10,20,14.07,0,167.8,0.516,0.39,0.5210802466666666,0.07783950611111111,0.25429012333333334,0.18895061722222223
90,2,9002,3,2009,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.45,4,3,0.8,10,30,NA,0,NA,NA,NA,0.5210802466666666,0.07783950611111111,0.25429012333333334,0.18895061722222223
90,2,9002,3,2009,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.45,4,3,0.7,10,40,15.63,0,156.2,0.516,0.39,0.5210802466666666,0.07783950611111111,0.25429012333333334,0.18895061722222223
90,2,9002,3,2009,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.45,4,3,0.9,10,40,NA,0,NA,NA,NA,0.5210802466666666,0.07783950611111111,0.25429012333333334,0.18895061722222223
90,2,9002,3,2009,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.45,4,3,0.5,10,20,16.78,0,143.4,0.517,0.39,0.5210802466666666,0.07783950611111111,0.25429012333333334,0.18895061722222223
90,2,9002,3,2009,6,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.45,4,3,0.3,20,50,NA,0,NA,NA,NA,0.5210802466666666,0.07783950611111111,0.25429012333333334,0.18895061722222223
90,3,9003,3,2009,1,2,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,1,3,0.1,7,70,15.17,0,157.12,0.519,0.39,0.4572839502777778,0.015370370277777778,0.3140740738888889,0.1278395061111111
90,3,9003,3,2009,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,4,3,0.4,15,60,NA,0,NA,NA,NA,0.4572839502777778,0.015370370277777778,0.3140740738888889,0.1278395061111111
90,3,9003,3,2009,3,1,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,1,3,0.2,10,50,15.91,0,150.9,0.507,0.38,0.4572839502777778,0.015370370277777778,0.3140740738888889,0.1278395061111111
90,3,9003,3,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,1,3,0.15,10,100,NA,0,NA,NA,NA,0.4572839502777778,0.015370370277777778,0.3140740738888889,0.1278395061111111
90,3,9003,3,2009,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,1,3,0.15,20,100,17.91,0,139.8,0.512,0.39,0.4572839502777778,0.015370370277777778,0.3140740738888889,0.1278395061111111
90,3,9003,3,2009,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,1,3,0.25,20,100,NA,0,NA,NA,NA,0.4572839502777778,0.015370370277777778,0.3140740738888889,0.1278395061111111
90,4,9004,3,2009,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.35,4,3,0.5,5,20,14.98,0,158.7,0.468,0.35,0.7850617280555555,0.09327160472222222,0.5972222222222222,0.09456790111111112
90,4,9004,3,2009,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.35,4,3,0.5,10,35,NA,0,NA,NA,NA,0.7850617280555555,0.09327160472222222,0.5972222222222222,0.09456790111111112
90,4,9004,3,2009,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2.3,0.35,4,3,0.4,20,50,14.89,0,159.6,0.48,0.38,0.7850617280555555,0.09327160472222222,0.5972222222222222,0.09456790111111112
90,4,9004,3,2009,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.35,4,3,0.3,10,40,NA,0,NA,NA,NA,0.7850617280555555,0.09327160472222222,0.5972222222222222,0.09456790111111112
90,4,9004,3,2009,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.35,4,3,0.4,10,40,14.25,0,165.7,0.434,0.37,0.7850617280555555,0.09327160472222222,0.5972222222222222,0.09456790111111112
90,4,9004,3,2009,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3,0.35,4,3,0.4,10,40,NA,0,NA,NA,NA,0.7850617280555555,0.09327160472222222,0.5972222222222222,0.09456790111111112
91,1,9101,3,2009,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8433950616666667,0,0.8044444444444444,0.03895061722222222
91,1,9101,3,2009,2,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8433950616666667,0,0.8044444444444444,0.03895061722222222
91,1,9101,3,2009,3,1,1,0,265,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8433950616666667,0,0.8044444444444444,0.03895061722222222
91,1,9101,3,2009,4,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8433950616666667,0,0.8044444444444444,0.03895061722222222
91,1,9101,3,2009,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8433950616666667,0,0.8044444444444444,0.03895061722222222
91,1,9101,3,2009,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8433950616666667,0,0.8044444444444444,0.03895061722222222
91,2,9102,3,2009,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334
91,2,9102,3,2009,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334
91,2,9102,3,2009,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334
91,2,9102,3,2009,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334
91,2,9102,3,2009,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334
91,2,9102,3,2009,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334
91,3,9103,3,2009,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.45,0.55
91,3,9103,3,2009,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.45,0.55
91,3,9103,3,2009,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.45,0.55
91,3,9103,3,2009,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.45,0.55
91,3,9103,3,2009,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.45,0.55
91,3,9103,3,2009,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.45,0.55
91,4,9104,3,2009,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556
91,4,9104,3,2009,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556
91,4,9104,3,2009,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556
91,4,9104,3,2009,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556
91,4,9104,3,2009,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556
91,4,9104,3,2009,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556
92,1,9201,3,2009,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5,0.3,1,3,0.25,40,60,15.37,0,155.1,0.347,0.26,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556
92,1,9201,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,0.3,1,3,0.15,45,45,NA,0,NA,NA,NA,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556
92,1,9201,3,2009,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.3,1,3,0.1,15,70,15.44,0,154.5,0.347,0.26,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556
92,1,9201,3,2009,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.3,1,3,0.1,45,70,NA,0,NA,NA,NA,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556
92,1,9201,3,2009,5,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.3,1,3,0.2,70,70,15.2,0,150.6,0.346,0.26,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556
92,1,9201,3,2009,6,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.3,1,3,0.05,35,60,NA,0,NA,NA,NA,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556
92,2,9202,3,2009,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,1,3,NA,25,45,15.56,0,153.5,0.354,0.26,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666
92,2,9202,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.3,1,3,NA,20,48,NA,0,NA,NA,NA,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666
92,2,9202,3,2009,3,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,1,3,NA,15,45,16.95,0,150,0.35,0.26,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666
92,2,9202,3,2009,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,1,3,NA,20,45,NA,0,NA,NA,NA,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666
92,2,9202,3,2009,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.3,1,3,NA,12,40,15.76,0,151.4,0.361,0.27,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666
92,2,9202,3,2009,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,1,3,NA,20,50,NA,0,NA,NA,NA,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666
92,3,9203,3,2009,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3,1,3,NA,8,20,16.15,0,148.1,0.46,0.35,0.20141975305555554,0,0.11808641972222221,0.08333333333333333
92,3,9203,3,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3,1,3,NA,15,30,NA,0,NA,NA,NA,0.20141975305555554,0,0.11808641972222221,0.08333333333333333
92,3,9203,3,2009,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3,1,3,NA,8,30,16.1,0,149.5,0.416,0.31,0.20141975305555554,0,0.11808641972222221,0.08333333333333333
92,3,9203,3,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3,1,3,NA,10,45,NA,0,NA,NA,NA,0.20141975305555554,0,0.11808641972222221,0.08333333333333333
92,3,9203,3,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3,1,3,NA,10,40,15.42,0,154.8,0.4,0.3,0.20141975305555554,0,0.11808641972222221,0.08333333333333333
92,3,9203,3,2009,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3,1,3,NA,15,42,NA,0,NA,NA,NA,0.20141975305555554,0,0.11808641972222221,0.08333333333333333
